user_id,group,pre_spend,spend,converted
28321,treatment,3.45,5.31,1
28161,treatment,17.68,13.32,0
2349,control,37.95,50.63,0
22813,treatment,12.33,19.61,0
16968,control,9.84,15.41,0
14461,control,6.66,17.8,0
39458,treatment,19.71,22.96,0
23470,treatment,79.09,51.82,0
28329,treatment,10.92,3.33,0
35943,treatment,63.08,53.25,0
33053,treatment,52.49,76.98,0
9974,control,42.78,56.63,0
39577,treatment,4.8,25.8,0
21899,treatment,59.45,55.24,0
3223,control,13.42,19.06,1
5208,control,28.73,26.32,0
4777,control,5.11,0.0,0
5218,control,16.41,23.51,0
26782,treatment,18.7,9.24,0
14513,control,3.46,14.35,0
6088,control,2.47,6.66,0
8790,control,2.82,29.25,0
29954,treatment,27.24,53.02,0
1940,control,13.75,0.0,0
14316,control,16.58,29.75,0
33777,treatment,20.74,9.41,1
28576,treatment,4.88,24.92,0
21928,treatment,33.98,61.45,0
16372,control,44.97,57.11,0
1914,control,27.68,39.82,0
25300,treatment,15.7,28.08,0
30080,treatment,28.02,35.04,1
9163,control,22.5,3.02,0
4224,control,15.18,49.2,0
37738,treatment,10.96,31.75,0
6240,control,45.59,23.94,0
9969,control,12.41,10.51,0
28789,treatment,8.66,0.0,0
8623,control,8.84,17.27,0
11244,control,41.11,46.93,0
27184,treatment,17.68,8.8,0
3471,control,41.87,28.58,0
38422,treatment,16.94,15.73,0
3293,control,19.07,7.41,0
29081,treatment,6.03,27.15,0
5363,control,30.36,43.27,0
30936,treatment,20.03,33.92,0
20131,treatment,0.37,22.03,0
7559,control,26.35,0.0,0
25913,treatment,33.31,45.29,0
28034,treatment,24.86,21.65,0
28011,treatment,41.51,27.31,0
3985,control,23.61,5.28,0
31126,treatment,26.04,12.33,0
12817,control,42.91,8.86,0
7417,control,48.21,63.1,0
21325,treatment,11.2,24.06,0
24257,treatment,21.16,48.89,0
37515,treatment,25.47,11.18,0
32756,treatment,17.14,0.0,0
36324,treatment,19.25,22.55,0
38905,treatment,14.37,16.45,0
4489,control,20.37,8.85,0
21884,treatment,6.58,0.78,0
3551,control,66.49,83.22,1
6806,control,4.52,30.39,0
39900,treatment,35.89,27.27,0
11584,control,56.18,53.32,0
6610,control,13.51,3.39,0
39729,treatment,30.25,31.05,1
15564,control,41.75,61.24,0
24499,treatment,13.58,65.48,0
32564,treatment,19.8,18.08,0
32072,treatment,5.77,22.05,0
36636,treatment,40.07,24.42,0
14729,control,83.27,77.91,0
28743,treatment,36.61,46.99,0
14582,control,41.94,61.64,0
4862,control,28.09,48.7,0
35180,treatment,41.86,36.49,0
37468,treatment,70.95,77.28,1
36246,treatment,19.7,43.67,0
39051,treatment,20.63,22.12,0
33983,treatment,13.0,32.7,0
33512,treatment,57.07,59.62,0
12322,control,18.68,14.43,0
28294,treatment,28.24,21.69,0
30813,treatment,18.96,0.19,0
26091,treatment,7.51,3.63,1
27682,treatment,38.87,16.26,0
39071,treatment,12.24,13.02,0
23730,treatment,17.1,0.0,0
18131,control,26.35,47.09,0
4872,control,36.55,37.73,0
12229,control,9.86,0.0,0
19759,control,26.78,7.57,1
4336,control,16.51,17.49,0
24545,treatment,68.38,62.31,0
3644,control,11.46,8.26,0
1061,control,34.59,30.59,0
32220,treatment,4.14,12.56,1
25308,treatment,16.84,33.03,0
1298,control,21.4,25.34,0
29609,treatment,10.96,19.55,0
25840,treatment,20.79,38.94,0
7088,control,43.48,59.61,0
11304,control,8.76,0.0,0
14329,control,21.64,18.21,0
25317,treatment,21.57,28.92,0
12120,control,57.97,72.27,0
37441,treatment,32.59,2.36,0
12661,control,33.27,36.3,0
62,control,37.7,47.34,0
14725,control,17.44,12.49,0
34298,treatment,28.0,23.47,0
37448,treatment,9.05,9.3,0
22997,treatment,6.32,2.25,0
24190,treatment,28.26,30.14,0
28103,treatment,43.8,42.93,0
2392,control,0.85,1.86,0
11926,control,22.16,19.29,0
21274,treatment,3.16,0.0,1
4409,control,7.59,13.61,0
7838,control,10.36,4.38,0
15241,control,0.31,24.47,0
39632,treatment,22.42,23.32,0
20244,treatment,5.38,16.09,0
39194,treatment,27.05,35.33,0
5859,control,70.16,83.62,0
33724,treatment,4.94,21.16,1
26614,treatment,19.08,11.19,0
21074,treatment,11.83,8.59,0
4431,control,73.09,59.83,1
24166,treatment,8.14,21.94,0
7268,control,10.61,32.05,0
22996,treatment,34.8,32.3,1
30161,treatment,59.06,39.4,0
28925,treatment,46.89,40.61,1
9733,control,8.62,10.68,0
34706,treatment,53.58,46.37,0
21544,treatment,6.17,13.03,0
13691,control,15.53,14.19,0
32116,treatment,8.37,8.19,0
309,control,50.9,37.65,0
34979,treatment,17.01,25.7,0
22776,treatment,12.84,11.38,1
33344,treatment,67.18,40.62,0
28358,treatment,4.98,25.52,0
29463,treatment,47.38,37.76,0
25535,treatment,60.23,63.98,0
26488,treatment,9.73,37.95,0
35849,treatment,15.91,11.01,0
17195,control,51.26,41.61,0
37030,treatment,35.34,32.57,0
18566,control,17.66,39.16,0
38810,treatment,59.29,72.98,0
16091,control,16.22,14.47,0
35666,treatment,45.93,35.36,1
2100,control,13.95,29.42,0
15958,control,39.58,68.3,0
17344,control,34.15,17.93,0
16588,control,41.73,9.91,0
23257,treatment,24.41,38.39,0
19353,control,36.04,32.03,0
7197,control,6.71,0.0,0
17532,control,17.83,7.34,1
21528,treatment,40.82,49.86,0
4975,control,13.64,14.76,0
21469,treatment,16.16,31.98,1
80,control,5.08,11.07,0
19955,control,73.09,69.7,1
9390,control,51.65,43.67,0
13791,control,37.84,37.3,1
38425,treatment,50.16,59.14,0
2610,control,24.5,18.58,0
6400,control,44.04,34.89,0
5465,control,32.73,65.13,0
20700,treatment,34.77,17.41,0
9578,control,18.74,0.23,0
3853,control,24.75,31.62,0
1428,control,19.85,45.91,0
12027,control,24.94,42.19,0
3,control,21.82,5.71,1
18345,control,7.98,29.71,0
37450,treatment,32.87,31.5,0
2152,control,3.67,14.0,0
25660,treatment,24.91,39.46,0
10837,control,22.93,46.87,0
33268,treatment,35.75,23.63,0
22989,treatment,18.44,7.23,0
34363,treatment,12.07,2.67,0
35537,treatment,9.17,0.0,0
11382,control,29.55,25.04,0
28721,treatment,35.43,19.66,0
38146,treatment,4.84,19.16,0
29572,treatment,15.93,3.97,0
38346,treatment,54.73,39.74,0
21696,treatment,28.56,40.44,0
2652,control,16.35,14.45,0
11082,control,16.01,9.27,1
17513,control,39.75,18.97,0
39037,treatment,27.62,69.87,0
26311,treatment,28.56,25.74,1
23296,treatment,32.09,13.93,1
4333,control,6.22,0.0,0
906,control,31.41,18.84,0
2775,control,40.27,46.39,0
22140,treatment,10.81,32.33,0
6726,control,21.78,26.21,0
26476,treatment,36.58,54.65,0
21098,treatment,10.84,4.8,0
8410,control,32.34,33.74,0
33394,treatment,31.77,0.0,0
11288,control,10.15,0.0,0
38034,treatment,32.26,43.16,0
8612,control,18.17,3.22,1
39670,treatment,74.94,59.26,0
9538,control,25.55,37.38,1
10174,control,10.62,0.26,0
4186,control,3.46,0.0,0
8725,control,27.93,43.73,0
20438,treatment,18.53,7.79,0
31650,treatment,51.74,72.85,0
5217,control,18.68,51.19,0
35255,treatment,5.31,0.0,1
1054,control,5.07,26.94,0
13622,control,15.14,32.23,0
9200,control,3.95,8.51,0
9453,control,30.22,34.02,0
21760,treatment,16.35,0.0,0
30015,treatment,33.17,0.0,0
29275,treatment,79.04,70.18,0
25040,treatment,43.37,18.85,0
37605,treatment,10.42,16.84,0
20722,treatment,14.11,14.87,1
7809,control,18.48,16.31,0
23702,treatment,4.56,10.27,0
12967,control,55.4,57.03,0
9058,control,40.45,46.09,0
703,control,24.7,21.9,0
8690,control,21.12,0.0,0
18483,control,16.45,32.78,0
21154,treatment,5.9,18.09,0
9165,control,1.94,0.0,0
24905,treatment,33.42,17.01,0
33810,treatment,20.51,0.0,0
10715,control,35.96,34.23,0
4981,control,89.57,96.67,1
8659,control,13.82,49.65,0
29231,treatment,66.71,55.96,0
7533,control,21.39,30.59,0
39523,treatment,24.07,6.96,0
31348,treatment,58.27,27.14,0
29172,treatment,42.08,59.88,0
16408,control,39.04,35.18,0
34730,treatment,31.94,32.79,0
9383,control,27.27,35.6,0
32726,treatment,30.33,31.53,0
10199,control,20.49,20.62,0
30280,treatment,19.25,0.79,0
29963,treatment,3.42,5.02,0
13733,control,26.83,33.17,1
16691,control,36.36,33.89,0
25617,treatment,9.24,14.61,0
15114,control,4.94,28.63,0
3563,control,6.84,4.67,0
2377,control,17.29,3.48,0
10061,control,43.87,23.4,0
34704,treatment,20.18,0.0,0
11620,control,39.7,54.71,0
10983,control,21.06,50.83,0
18951,control,44.29,79.08,0
6485,control,5.47,0.0,0
19849,control,13.39,18.77,0
15198,control,6.04,18.47,0
10842,control,10.52,13.66,0
30297,treatment,40.73,31.64,0
8977,control,19.0,30.47,1
14321,control,19.12,29.64,0
24683,treatment,37.02,39.53,0
31530,treatment,22.04,51.58,1
17194,control,28.52,36.54,0
28625,treatment,18.65,0.0,0
21445,treatment,12.15,16.63,0
9335,control,13.82,26.54,0
13941,control,20.89,47.15,0
30776,treatment,16.39,17.79,0
11858,control,6.56,0.0,0
27390,treatment,7.21,0.0,0
12823,control,72.6,94.78,0
27162,treatment,15.56,52.53,0
30618,treatment,10.41,16.42,0
32712,treatment,87.4,80.65,0
5627,control,12.68,5.01,0
27135,treatment,33.43,27.65,0
31987,treatment,4.43,13.32,0
37273,treatment,31.87,37.31,0
8299,control,13.92,21.09,0
32721,treatment,29.14,37.6,0
10887,control,21.1,3.19,0
19635,control,25.53,32.19,0
23759,treatment,19.04,16.53,1
35656,treatment,23.1,42.71,0
35601,treatment,85.08,97.02,0
7324,control,25.9,32.96,0
25810,treatment,26.49,7.16,0
28082,treatment,61.86,73.57,1
19072,control,22.49,35.47,0
7383,control,12.55,10.58,0
5522,control,36.03,42.56,0
24025,treatment,47.97,73.7,0
22587,treatment,23.07,6.09,0
21863,treatment,13.8,0.0,0
13154,control,31.6,28.78,0
35693,treatment,36.09,48.04,0
20363,treatment,32.99,14.45,0
14583,control,30.52,17.4,0
16597,control,25.09,44.0,0
6705,control,38.63,40.47,0
6896,control,27.53,24.92,0
17828,control,2.69,32.74,0
26328,treatment,96.81,90.74,0
16609,control,2.73,12.11,0
23671,treatment,55.74,57.46,0
11405,control,18.41,30.55,0
20954,treatment,14.86,22.38,0
35243,treatment,18.72,27.42,0
28947,treatment,21.58,19.02,0
21371,treatment,44.31,4.59,0
27088,treatment,17.06,27.04,0
8933,control,7.78,23.35,0
32711,treatment,18.08,17.46,0
5851,control,22.61,30.45,1
34435,treatment,23.61,36.53,0
7073,control,60.75,14.86,1
38761,treatment,7.99,0.0,0
14996,control,38.37,23.96,0
1705,control,14.36,29.25,0
20804,treatment,7.04,26.55,0
9727,control,28.12,54.67,0
11049,control,41.12,54.21,0
37366,treatment,13.03,36.93,0
7646,control,55.81,26.46,0
39418,treatment,3.26,3.98,0
18448,control,24.46,15.23,0
37359,treatment,28.14,56.61,0
16585,control,22.69,24.24,0
7577,control,20.03,10.37,0
39736,treatment,32.61,58.09,1
5709,control,24.61,18.85,0
9194,control,39.28,37.24,1
20436,treatment,39.2,0.0,1
25590,treatment,15.25,28.0,0
35372,treatment,56.41,41.7,0
37903,treatment,46.57,41.91,0
36133,treatment,37.59,0.0,0
22096,treatment,58.11,72.71,0
75,control,20.96,51.82,1
23691,treatment,17.9,33.09,1
29329,treatment,40.89,27.74,0
11934,control,11.33,0.0,0
1667,control,24.59,25.45,0
9385,control,25.54,37.43,0
9729,control,20.37,40.76,0
39978,treatment,80.4,67.89,0
20015,treatment,15.85,17.83,0
17391,control,7.16,0.0,1
6794,control,40.65,35.57,0
8561,control,33.36,27.27,0
34517,treatment,25.17,34.4,0
36057,treatment,27.4,26.4,0
9196,control,21.0,35.67,0
20964,treatment,17.99,3.3,0
8935,control,30.26,25.16,0
33653,treatment,12.0,32.01,0
22342,treatment,19.23,22.86,0
419,control,19.59,0.0,0
6064,control,18.55,16.2,0
10432,control,14.12,0.0,0
20443,treatment,22.25,47.5,0
37502,treatment,9.06,2.19,0
16182,control,31.19,29.53,0
146,control,24.51,26.45,0
7860,control,34.68,21.09,0
7,control,20.36,20.23,1
10229,control,20.62,0.0,0
17682,control,20.58,0.0,0
17782,control,17.5,4.13,0
23767,treatment,28.58,19.27,0
19246,control,26.82,29.64,0
369,control,11.71,0.0,1
23844,treatment,4.89,0.0,0
8593,control,34.81,15.23,0
31321,treatment,16.88,0.0,0
32971,treatment,14.39,26.17,0
36880,treatment,22.45,45.26,0
26140,treatment,19.21,0.0,0
17702,control,17.81,5.67,0
23656,treatment,24.16,22.85,0
34060,treatment,14.87,24.3,1
10269,control,20.29,0.0,0
26189,treatment,34.44,34.59,0
15373,control,6.65,26.09,0
32419,treatment,7.62,0.0,0
985,control,19.43,28.75,0
28346,treatment,14.42,25.59,0
3619,control,24.62,0.0,0
8517,control,17.29,23.18,0
37252,treatment,15.29,18.92,0
1166,control,38.46,47.59,0
36270,treatment,30.92,9.85,0
21144,treatment,44.48,13.31,0
4403,control,33.98,61.15,0
14331,control,16.37,21.7,1
38792,treatment,86.42,44.66,0
10158,control,31.63,36.76,0
17340,control,12.31,15.98,0
2095,control,20.29,32.94,1
4761,control,30.57,0.0,0
484,control,27.47,16.55,0
14032,control,14.65,6.68,0
1135,control,13.6,23.4,0
19450,control,30.53,52.11,0
23058,treatment,18.65,22.98,0
15286,control,17.94,23.51,0
13857,control,30.49,31.18,0
20664,treatment,38.21,45.22,0
10267,control,12.67,12.33,0
38426,treatment,32.68,26.16,0
38574,treatment,36.28,40.52,0
25916,treatment,4.33,0.0,0
23390,treatment,12.11,23.17,0
15964,control,21.17,0.0,0
37223,treatment,13.76,9.88,0
28516,treatment,47.03,70.41,0
1793,control,15.77,17.61,1
25408,treatment,53.86,50.54,0
9432,control,9.28,27.18,0
5902,control,81.86,39.16,0
22126,treatment,17.94,9.25,0
5451,control,50.66,25.48,0
8844,control,25.31,6.36,1
18007,control,78.73,76.54,1
13114,control,13.44,12.46,0
6853,control,9.98,21.37,0
20010,treatment,17.9,28.68,0
39760,treatment,23.24,15.64,0
4950,control,37.1,37.48,0
4962,control,11.13,15.24,0
1085,control,12.32,15.73,1
36662,treatment,29.56,35.96,0
16949,control,3.4,9.97,1
21032,treatment,20.59,3.75,0
6597,control,0.98,0.0,0
11371,control,8.32,14.37,0
3510,control,20.25,34.5,0
13175,control,11.1,14.91,0
20841,treatment,11.18,31.91,0
37631,treatment,19.15,0.0,1
17902,control,12.33,19.47,0
17586,control,63.49,51.32,0
22970,treatment,19.57,29.6,0
213,control,16.29,15.71,0
1605,control,9.46,7.86,1
15870,control,27.25,29.64,0
39918,treatment,21.04,27.08,1
24536,treatment,36.2,33.97,0
10707,control,24.0,5.37,0
31756,treatment,41.46,10.99,0
28535,treatment,11.39,1.48,0
4290,control,19.62,13.56,0
1737,control,15.67,27.87,1
19005,control,13.95,16.05,0
36325,treatment,27.0,56.3,0
7770,control,4.51,8.66,0
24085,treatment,65.36,70.13,1
25897,treatment,44.07,31.07,0
12206,control,42.61,53.01,0
38073,treatment,23.41,29.31,0
1676,control,23.0,4.73,0
13583,control,34.04,0.0,0
13644,control,16.33,22.66,0
12405,control,8.54,27.05,0
13028,control,6.97,5.07,0
22958,treatment,77.22,50.15,0
433,control,38.21,42.61,1
7939,control,30.67,9.4,0
30164,treatment,10.45,0.0,0
19400,control,58.77,43.05,0
27770,treatment,20.14,19.24,0
17488,control,14.09,14.59,0
328,control,24.57,26.64,0
9240,control,30.07,39.52,0
28009,treatment,22.72,4.27,0
28512,treatment,98.87,82.25,0
12499,control,4.76,4.54,0
30490,treatment,17.02,2.73,0
20565,treatment,18.16,6.26,0
19793,control,67.42,69.42,0
23568,treatment,11.68,0.0,0
10418,control,2.37,32.32,0
29508,treatment,11.3,2.93,0
5450,control,45.76,31.48,0
37188,treatment,17.2,34.8,1
33951,treatment,11.15,5.29,0
7653,control,5.95,10.09,0
15469,control,11.93,40.5,0
28986,treatment,16.38,3.57,0
15523,control,54.51,37.43,0
20569,treatment,25.17,46.76,0
37176,treatment,15.63,41.87,0
7662,control,42.12,24.39,0
30488,treatment,16.27,9.38,0
1960,control,26.35,30.75,0
19201,control,44.75,33.95,1
36128,treatment,24.23,17.4,0
16831,control,5.97,30.42,0
35659,treatment,3.66,20.15,1
21030,treatment,49.29,50.53,0
16312,control,34.12,42.49,0
3366,control,7.97,0.0,0
9111,control,50.93,50.57,0
37300,treatment,35.1,29.51,0
3405,control,57.18,54.21,0
973,control,7.0,7.78,0
1475,control,25.53,33.62,0
33598,treatment,20.8,22.77,0
17123,control,23.83,13.58,0
31515,treatment,2.8,10.73,0
6694,control,2.21,3.09,0
38811,treatment,15.37,40.51,0
39717,treatment,12.8,20.5,0
32265,treatment,33.53,7.09,0
13794,control,49.39,37.17,0
37409,treatment,43.66,52.11,0
15255,control,53.05,49.18,0
33999,treatment,17.64,0.0,1
34771,treatment,8.74,10.22,0
19795,control,21.86,37.84,0
29769,treatment,59.43,38.84,0
37268,treatment,50.4,55.71,0
15939,control,14.84,23.24,0
21355,treatment,14.42,24.17,0
10060,control,3.58,1.37,1
29513,treatment,9.98,11.42,0
6884,control,1.08,13.73,0
27102,treatment,42.63,27.47,0
20681,treatment,17.62,25.36,0
14294,control,8.48,18.27,0
23788,treatment,19.04,26.28,0
38682,treatment,38.88,10.92,0
36087,treatment,21.26,35.99,0
10058,control,33.91,53.28,0
16961,control,50.47,41.48,0
34697,treatment,14.16,0.74,0
30478,treatment,24.46,23.15,0
23947,treatment,34.41,25.77,0
27775,treatment,13.79,16.26,0
9669,control,14.32,0.0,0
23423,treatment,1.16,13.65,0
10130,control,14.67,0.0,0
33307,treatment,12.07,0.0,0
25922,treatment,31.41,47.95,0
8940,control,25.59,33.04,0
29022,treatment,26.29,27.05,0
22672,treatment,20.64,19.84,0
18419,control,2.07,3.18,0
37037,treatment,15.07,16.76,0
21260,treatment,47.34,42.84,0
23343,treatment,16.05,4.33,0
27616,treatment,19.53,27.09,0
28279,treatment,31.32,49.06,1
26740,treatment,16.58,27.19,0
7869,control,16.87,37.63,0
22703,treatment,21.52,6.31,0
37820,treatment,4.12,3.26,0
27264,treatment,11.23,15.9,0
444,control,23.92,29.22,0
14309,control,23.78,29.59,0
26333,treatment,38.32,48.74,0
15770,control,24.06,24.22,0
37137,treatment,63.2,68.54,0
19985,control,35.55,41.39,0
33012,treatment,10.8,6.02,0
2240,control,12.76,30.52,0
23022,treatment,43.5,34.53,0
37872,treatment,17.06,0.0,0
17795,control,14.16,10.22,0
23548,treatment,20.69,9.26,0
4570,control,43.07,23.76,0
13849,control,29.62,23.39,0
16704,control,8.08,24.06,0
17214,control,23.12,9.87,0
28664,treatment,20.29,18.23,0
5024,control,11.55,0.0,0
12527,control,7.11,41.33,0
25199,treatment,32.09,20.66,0
22264,treatment,15.56,34.07,0
18348,control,41.59,37.36,0
17226,control,57.49,34.05,0
38455,treatment,55.72,47.35,0
19960,control,12.16,16.05,0
9344,control,12.76,27.34,0
9889,control,50.14,31.83,1
37514,treatment,16.59,55.64,0
26571,treatment,65.76,62.57,0
1724,control,6.2,0.0,0
25971,treatment,25.5,22.23,0
23512,treatment,24.82,21.69,0
10564,control,36.57,29.61,0
8279,control,26.18,18.75,1
29615,treatment,36.0,52.57,1
25860,treatment,9.05,19.74,0
30681,treatment,13.83,23.3,0
18578,control,13.98,35.91,1
28431,treatment,36.56,33.76,0
8167,control,35.49,36.49,0
30845,treatment,17.64,51.07,0
30905,treatment,6.84,0.0,0
7758,control,20.0,17.11,0
2277,control,13.68,33.9,0
9315,control,10.16,4.17,0
9537,control,6.03,1.42,0
7561,control,8.31,17.56,0
32972,treatment,31.8,33.12,0
1350,control,10.43,21.89,0
20384,treatment,16.05,0.0,0
16533,control,32.38,55.71,0
28077,treatment,11.33,26.06,0
5401,control,62.17,26.85,0
10399,control,38.25,40.51,0
29585,treatment,5.76,12.05,0
31060,treatment,33.51,24.1,0
26785,treatment,2.78,0.0,0
2742,control,19.94,0.0,0
13157,control,11.84,11.78,0
11450,control,40.79,45.81,1
7957,control,5.63,25.61,0
39762,treatment,34.72,36.35,0
16310,control,16.32,26.01,1
8586,control,11.46,16.6,0
15991,control,2.5,0.0,0
23082,treatment,18.52,26.88,0
8018,control,23.04,22.49,0
16680,control,57.46,44.48,0
28706,treatment,34.82,37.6,1
27371,treatment,10.21,0.0,0
4868,control,33.92,0.0,0
24066,treatment,12.47,0.0,0
26749,treatment,33.64,46.43,0
8276,control,21.12,29.55,0
29848,treatment,6.94,10.25,0
26005,treatment,9.36,14.06,0
594,control,15.43,33.91,0
1800,control,16.94,29.46,0
1901,control,14.57,45.54,0
13889,control,9.79,0.0,0
15558,control,23.49,0.0,0
9602,control,7.1,0.0,0
23459,treatment,31.8,45.95,1
5887,control,11.59,0.0,0
27937,treatment,11.22,5.95,0
26615,treatment,7.27,9.94,0
12179,control,4.13,0.0,0
6431,control,17.82,21.07,0
35530,treatment,21.06,31.86,0
28487,treatment,23.91,25.97,0
1147,control,18.76,13.55,0
35089,treatment,13.78,23.47,0
21713,treatment,28.6,43.26,0
218,control,13.54,24.23,0
27722,treatment,12.21,10.22,0
28617,treatment,28.87,13.98,0
4236,control,3.51,0.0,0
31759,treatment,5.48,0.0,1
30412,treatment,7.7,16.84,0
32831,treatment,22.52,17.31,0
35670,treatment,65.06,62.06,0
35203,treatment,17.92,19.56,0
13250,control,21.63,6.15,0
29782,treatment,13.65,31.64,0
31924,treatment,15.26,11.94,0
429,control,3.47,30.87,0
33519,treatment,57.32,55.6,1
14228,control,49.53,40.05,1
29053,treatment,37.99,46.3,1
18957,control,12.59,8.45,0
20674,treatment,2.73,22.53,1
25072,treatment,25.12,24.65,1
24071,treatment,12.91,30.89,0
31555,treatment,20.13,26.88,0
379,control,57.32,64.07,0
7001,control,14.92,29.34,0
37018,treatment,15.64,13.25,0
5922,control,33.86,25.7,1
35701,treatment,14.03,17.5,0
35823,treatment,8.69,0.0,0
38135,treatment,36.45,11.6,0
16120,control,49.57,43.71,0
33189,treatment,31.95,40.63,0
26650,treatment,15.0,31.13,0
8692,control,81.91,47.04,0
13715,control,17.32,22.72,1
21108,treatment,36.11,16.9,0
18541,control,25.06,25.81,0
4784,control,29.41,44.8,0
31269,treatment,28.98,26.47,1
14469,control,23.19,19.07,1
36657,treatment,3.61,0.0,0
1829,control,53.67,62.89,1
31093,treatment,15.31,26.52,0
4244,control,28.49,34.55,0
34116,treatment,12.14,9.45,1
28650,treatment,9.64,0.0,0
6588,control,33.88,24.84,0
8972,control,54.18,66.29,0
38328,treatment,22.66,15.21,0
27633,treatment,7.34,0.0,0
12708,control,53.28,31.66,0
32653,treatment,11.3,41.65,0
39561,treatment,11.21,1.3,0
25569,treatment,20.99,0.0,0
31407,treatment,42.33,0.0,1
30090,treatment,27.6,47.3,0
29884,treatment,22.96,18.36,0
27256,treatment,14.25,30.5,0
28159,treatment,38.36,52.84,0
27460,treatment,80.03,71.34,0
2366,control,2.87,0.0,0
14692,control,37.62,22.88,0
2761,control,8.47,15.65,0
13382,control,28.86,20.67,0
10632,control,7.55,6.51,0
23152,treatment,22.27,1.54,0
20046,treatment,2.36,24.13,0
2078,control,27.9,50.35,0
24612,treatment,18.3,5.56,0
12907,control,28.74,32.12,0
2743,control,11.74,16.9,0
2184,control,6.36,0.0,0
10684,control,34.53,39.17,0
1250,control,34.52,29.88,0
33967,treatment,9.54,14.36,0
30762,treatment,11.53,19.16,0
35645,treatment,36.33,53.13,1
9198,control,9.81,26.19,0
37349,treatment,18.97,18.09,0
12629,control,48.57,47.08,0
6331,control,20.44,39.89,0
29851,treatment,2.55,7.59,0
21703,treatment,62.89,57.15,1
12848,control,33.58,34.2,0
33476,treatment,6.62,0.0,0
2637,control,3.93,28.57,0
30395,treatment,19.34,2.73,0
35274,treatment,3.09,29.82,0
7043,control,45.25,18.6,0
34854,treatment,41.43,35.12,1
34110,treatment,19.44,18.37,0
27297,treatment,22.63,30.72,0
24928,treatment,66.84,60.83,0
29156,treatment,19.4,27.63,0
24521,treatment,13.73,19.77,0
11154,control,29.43,21.54,0
21762,treatment,6.06,13.25,0
23515,treatment,18.71,18.25,0
14494,control,37.31,42.33,0
14204,control,17.15,45.6,0
8609,control,27.36,25.22,0
12100,control,32.68,27.75,0
20901,treatment,43.88,25.92,0
553,control,35.64,56.77,0
13335,control,80.35,72.87,0
36481,treatment,36.24,43.65,0
15347,control,7.22,7.51,1
33544,treatment,29.41,27.42,0
1944,control,10.22,0.0,0
21372,treatment,56.66,56.71,0
29893,treatment,45.3,35.84,0
37789,treatment,82.42,79.73,0
161,control,8.56,26.18,0
352,control,33.9,39.59,0
34728,treatment,13.63,0.0,0
24052,treatment,21.35,13.46,0
18727,control,15.83,2.07,0
17535,control,4.68,8.98,0
27432,treatment,6.34,15.58,0
5350,control,29.75,21.96,0
7535,control,20.47,37.65,0
13188,control,12.49,21.24,0
14645,control,39.61,12.15,0
757,control,3.57,24.61,0
34291,treatment,46.39,42.58,0
37102,treatment,78.71,60.3,0
26877,treatment,24.91,11.07,0
4681,control,49.37,20.15,0
39477,treatment,8.1,0.0,0
3503,control,40.96,53.17,0
23618,treatment,35.39,6.5,1
14985,control,11.8,17.97,1
4654,control,42.08,31.02,0
34883,treatment,31.13,67.8,0
20016,treatment,37.96,39.43,0
21495,treatment,3.69,5.2,0
23878,treatment,44.56,54.69,0
9029,control,65.95,76.98,0
35672,treatment,9.0,13.08,0
35766,treatment,3.99,0.0,0
296,control,26.22,48.79,0
38747,treatment,10.05,7.96,1
34415,treatment,32.22,18.47,1
7354,control,72.47,42.03,0
33781,treatment,13.48,6.53,0
20186,treatment,6.21,34.56,1
9747,control,20.19,34.02,1
30193,treatment,20.4,0.0,0
22914,treatment,32.13,16.0,0
10875,control,42.01,30.41,0
34040,treatment,78.54,59.23,0
6980,control,33.07,39.37,0
94,control,40.22,24.35,0
22337,treatment,28.36,27.31,0
39915,treatment,9.13,32.54,0
3815,control,48.17,57.2,0
1186,control,3.91,10.15,0
32440,treatment,25.07,25.76,0
24314,treatment,14.04,14.13,0
6201,control,20.73,16.71,0
21437,treatment,50.95,25.46,0
14648,control,7.89,32.78,1
5424,control,10.29,0.0,0
36619,treatment,29.66,12.5,1
37944,treatment,10.84,0.0,0
38939,treatment,14.34,22.91,0
37445,treatment,10.16,7.48,0
31912,treatment,55.18,52.35,1
20971,treatment,46.58,62.1,0
34768,treatment,36.89,64.17,1
11411,control,5.9,12.14,0
24358,treatment,10.71,19.34,0
38974,treatment,3.52,20.95,0
31849,treatment,23.22,15.47,0
9562,control,32.27,49.16,0
5571,control,21.71,0.0,0
34916,treatment,55.42,60.26,1
31387,treatment,90.42,68.94,0
1684,control,3.81,31.63,0
33683,treatment,20.6,3.93,0
24089,treatment,18.42,5.7,0
28491,treatment,36.03,32.17,0
5177,control,20.77,0.82,0
12511,control,15.12,14.61,0
26139,treatment,22.14,18.36,0
34187,treatment,11.39,25.6,0
13790,control,4.05,18.43,0
29417,treatment,10.14,33.11,0
12657,control,34.36,7.42,1
19289,control,8.24,21.33,0
30573,treatment,36.09,34.81,0
960,control,10.96,49.35,0
20523,treatment,28.17,29.21,0
10506,control,34.43,20.64,0
4076,control,0.89,14.83,0
27093,treatment,41.19,27.56,0
34005,treatment,14.94,5.08,0
38257,treatment,4.34,2.11,0
13681,control,39.36,51.53,0
24787,treatment,11.84,0.0,0
34963,treatment,27.33,18.03,1
13703,control,13.13,19.04,0
9558,control,19.95,43.28,0
2726,control,3.37,24.76,1
34359,treatment,19.42,19.61,0
6056,control,7.45,0.0,0
